0,1
Datasets\Medicines\words\Amoxicillin_1_2951.png,Amoxicillin
Datasets\Medicines\words\Acetylcysteine_1_2763.png,Acetylcysteine
Datasets\Medicines\words\Famotack_1_486.png,Famotack
Datasets\Medicines\words\Paracetamol_1_2004.png,Paracetamol
Datasets\Medicines\words\AscorbicAcid_1_2682.png,AscorbicAcid
Datasets\Medicines\words\Torax_1_3347.png,Torax
Datasets\Medicines\words\Emistat_1_1223.png,Emistat
Datasets\Medicines\words\TranexamicAcid_1_2761.png,TranexamicAcid
Datasets\Medicines\words\ORS_1_3591.png,ORS
Datasets\Medicines\words\Sinaflox_1_390.png,Sinaflox
Datasets\Medicines\words\Pantonix_1_1399.png,Pantonix
Datasets\Medicines\words\Sultamicillin_1_2468.png,Sultamicillin
Datasets\Medicines\words\Oilawin_1_3073.png,Oilawin
Datasets\Medicines\words\MarinCal-DX_1_63.png,MarinCal-DX
Datasets\Medicines\words\Stressnil_1_3829.png,Stressnil
Datasets\Medicines\words\Terbin_1_3331.png,Terbin
Datasets\Medicines\words\Amoxicillin_1_2428.png,Amoxicillin
Datasets\Medicines\words\Torsid_1_361.png,Torsid
Datasets\Medicines\words\Paracetamol_1_2446.png,Paracetamol
Datasets\Medicines\words\TranexamicAcid_1_1978.png,TranexamicAcid
Datasets\Medicines\words\Defrol_1_1298.png,Defrol
Datasets\Medicines\words\TranexamicAcid_1_2056.png,TranexamicAcid
Datasets\Medicines\words\OralRehydrationSalt_1_2111.png,OralRehydrationSalt
Datasets\Medicines\words\Zeefol-CI_1_62.png,Zeefol-CI
Datasets\Medicines\words\Algin_1_3715.png,Algin
Datasets\Medicines\words\Anustat_1_3364.png,Anustat
Datasets\Medicines\words\AscorbicAcid_1_1923.png,AscorbicAcid
Datasets\Medicines\words\Emep_1_1536.png,Emep
Datasets\Medicines\words\Amoxicillin_1_1872.png,Amoxicillin
Datasets\Medicines\words\PG_1_386.png,PG
Datasets\Medicines\words\Furocef_1_801.png,Furocef
Datasets\Medicines\words\Trilock_1_3217.png,Trilock
Datasets\Medicines\words\Neuroxen_1_3405.png,Neuroxen
Datasets\Medicines\words\Cefuroxime_1_1847.png,Cefuroxime
Datasets\Medicines\words\TranexamicAcid_1_2127.png,TranexamicAcid
Datasets\Medicines\words\Amoxicillin_1_1906.png,Amoxicillin
Datasets\Medicines\words\Emistat_1_1638.png,Emistat
Datasets\Medicines\words\Ambroxol_1_2185.png,Ambroxol
Datasets\Medicines\words\Pregaba_1_1121.png,Pregaba
Datasets\Medicines\words\NexumMups_1_3134.png,NexumMups
Datasets\Medicines\words\Pregaba_1_1393.png,Pregaba
Datasets\Medicines\words\CoAmoxiclav_1_2197.png,CoAmoxiclav
Datasets\Medicines\words\Sentix_1_1300.png,Sentix
Datasets\Medicines\words\Danflex_1_1771.png,Danflex
Datasets\Medicines\words\CoAmoxiclav_1_2401.png,CoAmoxiclav
Datasets\Medicines\words\Cloxacillin_1_2826.png,Cloxacillin
Datasets\Medicines\words\Clopirox_1_1687.png,Clopirox
Datasets\Medicines\words\MultiSeas_1_1556.png,MultiSeas
Datasets\Medicines\words\Olanzapine_1_2132.png,Olanzapine
Datasets\Medicines\words\Sizonil_1_1037.png,Sizonil
Datasets\Medicines\words\Orotifen_1_1554.png,Orotifen
Datasets\Medicines\words\Diasulin_1_1792.png,Diasulin
Datasets\Medicines\words\Tamsulosin_1_1860.png,Tamsulosin
Datasets\Medicines\words\Xpain_1_3267.png,Xpain
Datasets\Medicines\words\NitrinSR_1_1145.png,NitrinSR
Datasets\Medicines\words\BrodilLevoHFA_1_1177.png,BrodilLevoHFA
Datasets\Medicines\words\Meloxicam_1_1956.png,Meloxicam
Datasets\Medicines\words\Metronidazole_1_2545.png,Metronidazole
Datasets\Medicines\words\Zinc_1_2221.png,Zinc
Datasets\Medicines\words\Dyvon_1_1654.png,Dyvon
Datasets\Medicines\words\Carbocisteine_1_1893.png,Carbocisteine
Datasets\Medicines\words\Ceftron_1_3371.png,Ceftron
Datasets\Medicines\words\Diasulin_1_611.png,Diasulin
Datasets\Medicines\words\Rebamipide_1_1862.png,Rebamipide
Datasets\Medicines\words\Microgest_1_200.png,Microgest
Datasets\Medicines\words\Moxilocin_1_3388.png,Moxilocin
Datasets\Medicines\words\Cefixime_1_2863.png,Cefixime
Datasets\Medicines\words\Cloxacillin_1_2336.png,Cloxacillin
Datasets\Medicines\words\ReefcalD_1_3407.png,ReefcalD
Datasets\Medicines\words\AlgecalDX_1_253.png,AlgecalDX
Datasets\Medicines\words\AscorbicAcid_1_2194.png,AscorbicAcid
Datasets\Medicines\words\TranexamicAcid_1_2444.png,TranexamicAcid
Datasets\Medicines\words\Tory_1_721.png,Tory
Datasets\Medicines\words\UbiQ_1_799.png,UbiQ
Datasets\Medicines\words\Ibuprofen_1_2225.png,Ibuprofen
Datasets\Medicines\words\OralRehydrationSalt_1_2463.png,OralRehydrationSalt
Datasets\Medicines\words\Montene_1_832.png,Montene
Datasets\Medicines\words\Moxibac_1_1549.png,Moxibac
Datasets\Medicines\words\Carbocisteine_1_2205.png,Carbocisteine
Datasets\Medicines\words\D-Rise_1_145.png,D-Rise
Datasets\Medicines\words\Clindamycin_1_2103.png,Clindamycin
Datasets\Medicines\words\ZincSulfate_1_2710.png,ZincSulfate
Datasets\Medicines\words\Dinovo_1_633.png,Dinovo
Datasets\Medicines\words\Doxoma_1_511.png,Doxoma
Datasets\Medicines\words\CoAmoxiclav_1_2134.png,CoAmoxiclav
Datasets\Medicines\words\Esipram_1_1299.png,Esipram
Datasets\Medicines\words\Cloxacillin_1_2506.png,Cloxacillin
Datasets\Medicines\words\Cefuroxime_1_2322.png,Cefuroxime
Datasets\Medicines\words\Deflux_1_423.png,Deflux
Datasets\Medicines\words\MefenamicAcid_1_2590.png,MefenamicAcid
Datasets\Medicines\words\NapaExtra_1_3377.png,NapaExtra
Datasets\Medicines\words\Sergel_1_582.png,Sergel
Datasets\Medicines\words\Cefalexin_1_2011.png,Cefalexin
Datasets\Medicines\words\Trexam_1_267.png,Trexam
Datasets\Medicines\words\Aceclofenac_1_2028.png,Aceclofenac
Datasets\Medicines\words\Tamino_1_3949.png,Tamino
Datasets\Medicines\words\Cefuroxime_1_2974.png,Cefuroxime
Datasets\Medicines\words\TranexamicAcid_1_2894.png,TranexamicAcid
Datasets\Medicines\words\MefenamicAcid_1_2188.png,MefenamicAcid
Datasets\Medicines\words\CoAmoxiclav_1_2917.png,CoAmoxiclav
Datasets\Medicines\words\Cefalexin_1_2968.png,Cefalexin
Datasets\Medicines\words\CalboD_1_45.png,CalboD
Datasets\Medicines\words\Cefalexin_1_2911.png,Cefalexin
Datasets\Medicines\words\Cetirizine_1_2930.png,Cetirizine
Datasets\Medicines\words\FacidBT_1_3913.png,FacidBT
Datasets\Medicines\words\Perosa_1_1679.png,Perosa
Datasets\Medicines\words\Lipigent_1_277.png,Lipigent
Datasets\Medicines\words\Emistat_1_1597.png,Emistat
Datasets\Medicines\words\Cortan_1_1211.png,Cortan
Datasets\Medicines\words\MKast_1_339.png,MKast
Datasets\Medicines\words\Zeefol-CI_1_527.png,Zeefol-CI
Datasets\Medicines\words\Limbix_1_3109.png,Limbix
Datasets\Medicines\words\Virux_1_1324.png,Virux
Datasets\Medicines\words\Kedar_1_2471.png,Kedar
Datasets\Medicines\words\Cefuroxime_1_2283.png,Cefuroxime
Datasets\Medicines\words\Paracetamol_1_2337.png,Paracetamol
Datasets\Medicines\words\Amoxicillin_1_1869.png,Amoxicillin
Datasets\Medicines\words\Azomac_1_3987.png,Azomac
Datasets\Medicines\words\Feripon_1_1540.png,Feripon
Datasets\Medicines\words\Cotrimoxazole_1_2447.png,Cotrimoxazole
Datasets\Medicines\words\remmo_1_3212.png,remmo
Datasets\Medicines\words\Atropin_1_3696.png,Atropin
Datasets\Medicines\words\Sergel_1_1422.png,Sergel
Datasets\Medicines\words\Rolac_1_470.png,Rolac
Datasets\Medicines\words\Azithromycin_1_2503.png,Azithromycin
Datasets\Medicines\words\Lucent_1_713.png,Lucent
Datasets\Medicines\words\Ace_1_788.png,Ace
Datasets\Medicines\words\Atrizin_1_3382.png,Atrizin
Datasets\Medicines\words\Mupirocin_1_2045.png,Mupirocin
Datasets\Medicines\words\CoAmoxiclav_1_2532.png,CoAmoxiclav
Datasets\Medicines\words\Neobion_1_3663.png,Neobion
Datasets\Medicines\words\RolacMDT_1_3873.png,RolacMDT
Datasets\Medicines\words\Sergel_1_1593.png,Sergel
Datasets\Medicines\words\Flamex_1_55.png,Flamex
Datasets\Medicines\words\Fixocard_1_1527.png,Fixocard
Datasets\Medicines\words\Aceclofenac_1_2836.png,Aceclofenac
Datasets\Medicines\words\Lijenta_1_4115.png,Lijenta
Datasets\Medicines\words\Napadol_1_3921.png,Napadol
Datasets\Medicines\words\AU-20_1_4098.png,AU-20
Datasets\Medicines\words\Thyrox_1_1307.png,Thyrox
Datasets\Medicines\words\Cefixime_1_2389.png,Cefixime
Datasets\Medicines\words\Clopid_1_1623.png,Clopid
Datasets\Medicines\words\Xyril_1_538.png,Xyril
Datasets\Medicines\words\Fexo_1_741.png,Fexo
Datasets\Medicines\words\Orthogen_1_180.png,Orthogen
Datasets\Medicines\words\Amoxicillin_1_2580.png,Amoxicillin
Datasets\Medicines\words\Clonazepam_1_3584.png,Clonazepam
Datasets\Medicines\words\Neso_1_1649.png,Neso
Datasets\Medicines\words\Trumega_1_3578.png,Trumega
Datasets\Medicines\words\Biofol_1_243.png,Biofol
Datasets\Medicines\words\Dicephin_1_300.png,Dicephin
Datasets\Medicines\words\Flexi_1_3644.png,Flexi
Datasets\Medicines\words\X-Cold_1_1526.png,X-Cold
Datasets\Medicines\words\Cefalexin_1_1899.png,Cefalexin
Datasets\Medicines\words\Fexo_1_3712.png,Fexo
Datasets\Medicines\words\CefotilPlus_1_3956.png,CefotilPlus
Datasets\Medicines\words\Flexi_1_3667.png,Flexi
Datasets\Medicines\words\BacillusClausi_1_3011.png,BacillusClausi
Datasets\Medicines\words\Cefuroxime_1_2138.png,Cefuroxime
Datasets\Medicines\words\Amitriptyline_1_3122.png,Amitriptyline
Datasets\Medicines\words\CoAmoxiclav_1_3029.png,CoAmoxiclav
Datasets\Medicines\words\Atorvastatin_1_3043.png,Atorvastatin
Datasets\Medicines\words\Demoxiclave_1_3324.png,Demoxiclave
Datasets\Medicines\words\Sugatrol_1_1756.png,Sugatrol
Datasets\Medicines\words\CoAmoxiclav_1_2059.png,CoAmoxiclav
Datasets\Medicines\words\Prednisone_1_2538.png,Prednisone
Datasets\Medicines\words\Relentus_1_1648.png,Relentus
Datasets\Medicines\words\Etorix_1_1482.png,Etorix
Datasets\Medicines\words\Optimox_1_3930.png,Optimox
Datasets\Medicines\words\Olme_1_1802.png,Olme
Datasets\Medicines\words\Neurobest_1_64.png,Neurobest
Datasets\Medicines\words\TetanusToxoid_1_2441.png,TetanusToxoid
Datasets\Medicines\words\CoAmoxiclav_1_3058.png,CoAmoxiclav
Datasets\Medicines\words\NeucosB_1_629.png,NeucosB
Datasets\Medicines\words\Napadol_1_3438.png,Napadol
Datasets\Medicines\words\Neuroxen_1_1467.png,Neuroxen
Datasets\Medicines\words\Actrapid_1_468.png,Actrapid
Datasets\Medicines\words\Doxin_1_1346.png,Doxin
Datasets\Medicines\words\Clindamycin_1_2148.png,Clindamycin
Datasets\Medicines\words\Cefixime_1_2036.png,Cefixime
Datasets\Medicines\words\Finix_1_1243.png,Finix
Datasets\Medicines\words\Sultamicillin_1_2849.png,Sultamicillin
Datasets\Medicines\words\Taven_1_1497.png,Taven
Datasets\Medicines\words\Maxpro_1_348.png,Maxpro
Datasets\Medicines\words\Amoxicillin_1_2331.png,Amoxicillin
Datasets\Medicines\words\Fexo_1_3482.png,Fexo
Datasets\Medicines\words\Amoxicillin_1_2599.png,Amoxicillin
Datasets\Medicines\words\Viset_1_814.png,Viset
Datasets\Medicines\words\Renova_1_1525.png,Renova
Datasets\Medicines\words\Amoxicillin_1_2477.png,Amoxicillin
Datasets\Medicines\words\Cef-3DS_1_97.png,Cef-3DS
Datasets\Medicines\words\Ceftid_1_3456.png,Ceftid
Datasets\Medicines\words\Multivitamins-Minerals_1_2841.png,Multivitamins-Minerals
Datasets\Medicines\words\Visonium_1_3188.png,Visonium
Datasets\Medicines\words\Montair_1_3711.png,Montair
Datasets\Medicines\words\Paracetamol_1_2452.png,Paracetamol
Datasets\Medicines\words\Paracetamol_1_2829.png,Paracetamol
Datasets\Medicines\words\Sergel_1_3411.png,Sergel
Datasets\Medicines\words\Meroclav_1_273.png,Meroclav
Datasets\Medicines\words\Sultamicillin_1_1943.png,Sultamicillin
Datasets\Medicines\words\Pantonix_1_823.png,Pantonix
Datasets\Medicines\words\Roxyzin_1_1013.png,Roxyzin
Datasets\Medicines\words\Exium_1_1662.png,Exium
Datasets\Medicines\words\MefenamicAcid_1_2801.png,MefenamicAcid
Datasets\Medicines\words\Fexo_1_3862.png,Fexo
Datasets\Medicines\words\Perkinil_1_269.png,Perkinil
Datasets\Medicines\words\Solas_1_1251.png,Solas
Datasets\Medicines\words\MefenamicAcid_1_1907.png,MefenamicAcid
Datasets\Medicines\words\Gold_1_3656.png,Gold
Datasets\Medicines\words\Ciprofloxacin_1_2290.png,Ciprofloxacin
Datasets\Medicines\words\Emistat_1_304.png,Emistat
Datasets\Medicines\words\Merison_1_3274.png,Merison
Datasets\Medicines\words\Flugal_1_497.png,Flugal
Datasets\Medicines\words\MetarinXR_1_1351.png,MetarinXR
Datasets\Medicines\words\Cefalexin_1_3093.png,Cefalexin
Datasets\Medicines\words\HCG_1_3773.png,HCG
Datasets\Medicines\words\NormalSaline_1_724.png,NormalSaline
Datasets\Medicines\words\KindicalD_1_4093.png,KindicalD
Datasets\Medicines\words\Methipred_1_1186.png,Methipred
Datasets\Medicines\words\Easylife_1_911.png,Easylife
Datasets\Medicines\words\Neurocare_1_33.png,Neurocare
Datasets\Medicines\words\Odmon_1_651.png,Odmon
Datasets\Medicines\words\FungidalHC_1_1688.png,FungidalHC
Datasets\Medicines\words\SolvitB_1_3230.png,SolvitB
Datasets\Medicines\words\Erdosteine_1_2217.png,Erdosteine
Datasets\Medicines\words\AU-20_1_3483.png,AU-20
Datasets\Medicines\words\Demoxiclave_1_3915.png,Demoxiclave
Datasets\Medicines\words\Nexcital_1_4005.png,Nexcital
Datasets\Medicines\words\Relise_1_638.png,Relise
Datasets\Medicines\words\Ebatin_1_1606.png,Ebatin
Datasets\Medicines\words\VertinaDX_1_1403.png,VertinaDX
Datasets\Medicines\words\MefenamicAcid_1_2238.png,MefenamicAcid
Datasets\Medicines\words\CoAmoxiclav_1_2877.png,CoAmoxiclav
Datasets\Medicines\words\Moxaclav_1_3376.png,Moxaclav
Datasets\Medicines\words\Nalepsin_1_1228.png,Nalepsin
Datasets\Medicines\words\AscorbicAcid_1_2834.png,AscorbicAcid
Datasets\Medicines\words\MefenamicAcid_1_2507.png,MefenamicAcid
Datasets\Medicines\words\Aceclofenac_1_1902.png,Aceclofenac
Datasets\Medicines\words\Reversair_1_1551.png,Reversair
Datasets\Medicines\words\Omastin_1_3627.png,Omastin
Datasets\Medicines\words\Vectra_1_1575.png,Vectra
Datasets\Medicines\words\Mupirocin_1_2031.png,Mupirocin
Datasets\Medicines\words\Linaglip_1_39.png,Linaglip
Datasets\Medicines\words\Augment_1_3907.png,Augment
Datasets\Medicines\words\CoAmoxiclav_1_2509.png,CoAmoxiclav
Datasets\Medicines\words\Volibo_1_549.png,Volibo
Datasets\Medicines\words\Revert_1_1574.png,Revert
Datasets\Medicines\words\Folison_1_1234.png,Folison
Datasets\Medicines\words\Diasulin_1_4080.png,Diasulin
Datasets\Medicines\words\Amoxicillin_1_2500.png,Amoxicillin
Datasets\Medicines\words\CoralexDX_1_466.png,CoralexDX
Datasets\Medicines\words\SinafreshLiquigel_1_3206.png,SinafreshLiquigel
Datasets\Medicines\words\Napa_1_1465.png,Napa
Datasets\Medicines\words\Dinovo_1_1609.png,Dinovo
Datasets\Medicines\words\Myolax_1_3977.png,Myolax
Datasets\Medicines\words\Docopa_1_1033.png,Docopa
Datasets\Medicines\words\Acetylcysteine_1_2284.png,Acetylcysteine
Datasets\Medicines\words\XincB_1_3983.png,XincB
Datasets\Medicines\words\Napa_1_1512.png,Napa
Datasets\Medicines\words\Ropitor_1_4059.png,Ropitor
Datasets\Medicines\words\Clamox_1_1700.png,Clamox
Datasets\Medicines\words\Montene_1_3177.png,Montene
Datasets\Medicines\words\Demoxiclave_1_1296.png,Demoxiclave
Datasets\Medicines\words\B126_1_780.png,B126
Datasets\Medicines\words\Normanal_1_101.png,Normanal
Datasets\Medicines\words\Cefuroxime_1_3083.png,Cefuroxime
Datasets\Medicines\words\Salbutamol_1_2135.png,Salbutamol
Datasets\Medicines\words\Pulmodox_1_601.png,Pulmodox
Datasets\Medicines\words\Cefuroxime_1_1973.png,Cefuroxime
Datasets\Medicines\words\Acifix_1_673.png,Acifix
Datasets\Medicines\words\Cefalexin_1_1815.png,Cefalexin
Datasets\Medicines\words\Pronex_1_808.png,Pronex
Datasets\Medicines\words\Amoxicillin_1_2562.png,Amoxicillin
Datasets\Medicines\words\Xenole_1_1691.png,Xenole
Datasets\Medicines\words\Sultamicillin_1_2922.png,Sultamicillin
Datasets\Medicines\words\Finix_1_3563.png,Finix
Datasets\Medicines\words\Myolax_1_1457.png,Myolax
Datasets\Medicines\words\Filmet_1_688.png,Filmet
Datasets\Medicines\words\CoraDX_1_1813.png,CoraDX
Datasets\Medicines\words\Nyclobate_1_3521.png,Nyclobate
Datasets\Medicines\words\Osertil_1_3969.png,Osertil
Datasets\Medicines\words\Omeprazole_1_3009.png,Omeprazole
Datasets\Medicines\words\Omidon_1_3571.png,Omidon
Datasets\Medicines\words\Flexi_1_178.png,Flexi
Datasets\Medicines\words\Defrol_1_637.png,Defrol
Datasets\Medicines\words\KT_1_1508.png,KT
Datasets\Medicines\words\Phenylpropanolamine-Paracetamol_1_2019.png,Phenylpropanolamine-Paracetamol
Datasets\Medicines\words\Cefuroxime_1_2439.png,Cefuroxime
Datasets\Medicines\words\Ambrox_1_345.png,Ambrox
Datasets\Medicines\words\Multivitamins-Iron_1_2499.png,Multivitamins-Iron
Datasets\Medicines\words\Avas_1_1793.png,Avas
Datasets\Medicines\words\MefenamicAcid_1_2600.png,MefenamicAcid
Datasets\Medicines\words\remmo_1_3731.png,remmo
Datasets\Medicines\words\Boxol_1_1464.png,Boxol
Datasets\Medicines\words\Cefalexin_1_2408.png,Cefalexin
Datasets\Medicines\words\Cefalexin_1_2175.png,Cefalexin
Datasets\Medicines\words\LacneBar_1_1293.png,LacneBar
Datasets\Medicines\words\Cloxacillin_1_2914.png,Cloxacillin
Datasets\Medicines\words\Diasulin_1_971.png,Diasulin
Datasets\Medicines\words\Reversair_1_600.png,Reversair
Datasets\Medicines\words\Clonazepam_1_3123.png,Clonazepam
Datasets\Medicines\words\Salazine_1_1185.png,Salazine
Datasets\Medicines\words\Maxima_1_372.png,Maxima
Datasets\Medicines\words\Floromox_1_310.png,Floromox
Datasets\Medicines\words\SodiumFusidate_1_2123.png,SodiumFusidate
Datasets\Medicines\words\CoralcalDX_1_3240.png,CoralcalDX
Datasets\Medicines\words\Cefalexin_1_1962.png,Cefalexin
Datasets\Medicines\words\Cinaron_1_3481.png,Cinaron
Datasets\Medicines\words\Hydroxide_1_2118.png,Hydroxide
Datasets\Medicines\words\Doxiva_1_3612.png,Doxiva
Datasets\Medicines\words\Plagrin_1_1752.png,Plagrin
Datasets\Medicines\words\Paracetamol_1_2082.png,Paracetamol
Datasets\Medicines\words\AscorbicAcid_1_2250.png,AscorbicAcid
Datasets\Medicines\words\Amoxicillin_1_2366.png,Amoxicillin
Datasets\Medicines\words\Finix_1_776.png,Finix
Datasets\Medicines\words\Reversair_1_1246.png,Reversair
Datasets\Medicines\words\Finix_1_702.png,Finix
Datasets\Medicines\words\MefenamicAcid_1_2007.png,MefenamicAcid
Datasets\Medicines\words\Gaba-PCR_1_766.png,Gaba-PCR
Datasets\Medicines\words\CoAmoxiclav_1_2419.png,CoAmoxiclav
Datasets\Medicines\words\Volibo_1_1273.png,Volibo
Datasets\Medicines\words\Maxpro_1_3672.png,Maxpro
Datasets\Medicines\words\Radex_1_4076.png,Radex
Datasets\Medicines\words\Axodin_1_1547.png,Axodin
Datasets\Medicines\words\Cotson_1_1103.png,Cotson
Datasets\Medicines\words\AzmasolHFA_1_1284.png,AzmasolHFA
Datasets\Medicines\words\Guiafenesin-Salbutamol_1_1845.png,Guiafenesin-Salbutamol
Datasets\Medicines\words\Probiotic_1_2958.png,Probiotic
Datasets\Medicines\words\Scabo_1_1680.png,Scabo
Datasets\Medicines\words\Rephaston_1_3317.png,Rephaston
Datasets\Medicines\words\Famodin_1_3810.png,Famodin
Datasets\Medicines\words\Himox_1_2517.png,Himox
Datasets\Medicines\words\Deflux_1_1096.png,Deflux
Datasets\Medicines\words\Lino-M_1_4035.png,Lino-M
Datasets\Medicines\words\CoAmoxiclav_1_2755.png,CoAmoxiclav
Datasets\Medicines\words\Ezylife_1_1545.png,Ezylife
Datasets\Medicines\words\Cotson_1_1599.png,Cotson
Datasets\Medicines\words\Motilon_1_3942.png,Motilon
Datasets\Medicines\words\Monas_1_3799.png,Monas
Datasets\Medicines\words\Protide_1_440.png,Protide
Datasets\Medicines\words\Levocetirizine_1_2663.png,Levocetirizine
Datasets\Medicines\words\Daktarin_1_2725.png,Daktarin
Datasets\Medicines\words\Ambroxol_1_1866.png,Ambroxol
Datasets\Medicines\words\Famotid_1_171.png,Famotid
Datasets\Medicines\words\Lotepred_1_1159.png,Lotepred
Datasets\Medicines\words\Sultamicillin_1_1842.png,Sultamicillin
Datasets\Medicines\words\Dysmen_1_3714.png,Dysmen
Datasets\Medicines\words\Todol_1_3673.png,Todol
Datasets\Medicines\words\Zifolet_1_3517.png,Zifolet
Datasets\Medicines\words\Folix_1_12.png,Folix
Datasets\Medicines\words\TranexamicAcid_1_2137.png,TranexamicAcid
Datasets\Medicines\words\KT_1_524.png,KT
Datasets\Medicines\words\Clindamycin_1_2535.png,Clindamycin
Datasets\Medicines\words\Seclo_1_3816.png,Seclo
Datasets\Medicines\words\VertinaDX_1_751.png,VertinaDX
Datasets\Medicines\words\Mydocalm_1_384.png,Mydocalm
Datasets\Medicines\words\Linatab_1_1753.png,Linatab
Datasets\Medicines\words\Biofol_1_1405.png,Biofol
Datasets\Medicines\words\MefenamicAcid_1_2781.png,MefenamicAcid
Datasets\Medicines\words\Viset_1_621.png,Viset
Datasets\Medicines\words\Cefuroxime_1_2700.png,Cefuroxime
Datasets\Medicines\words\Cholevit_1_3733.png,Cholevit
Datasets\Medicines\words\Cefalexin_1_2359.png,Cefalexin
Datasets\Medicines\words\Cloxacillin_1_2622.png,Cloxacillin
Datasets\Medicines\words\Scabo_1_1011.png,Scabo
Datasets\Medicines\words\MefenamicAcid_1_2345.png,MefenamicAcid
Datasets\Medicines\words\Docopa_1_3809.png,Docopa
Datasets\Medicines\words\Cefixime_1_2265.png,Cefixime
Datasets\Medicines\words\Cefalexin_1_2670.png,Cefalexin
Datasets\Medicines\words\Anuva_1_1248.png,Anuva
Datasets\Medicines\words\Emistat_1_3651.png,Emistat
Datasets\Medicines\words\Paracetamol_1_2594.png,Paracetamol
Datasets\Medicines\words\Oricef_1_1773.png,Oricef
Datasets\Medicines\words\Finix_1_1519.png,Finix
Datasets\Medicines\words\Seroxyn_1_1541.png,Seroxyn
Datasets\Medicines\words\Xyclon_1_214.png,Xyclon
Datasets\Medicines\words\NaproA_1_1073.png,NaproA
Datasets\Medicines\words\Thyrox_1_190.png,Thyrox
Datasets\Medicines\words\Renova_1_3860.png,Renova
Datasets\Medicines\words\Bizoran_1_3782.png,Bizoran
Datasets\Medicines\words\Flexibac_1_926.png,Flexibac
Datasets\Medicines\words\Sultamicillin_1_2108.png,Sultamicillin
Datasets\Medicines\words\Amoxicillin_1_1875.png,Amoxicillin
Datasets\Medicines\words\Cefalexin_1_2813.png,Cefalexin
Datasets\Medicines\words\Thyrox_1_3827.png,Thyrox
Datasets\Medicines\words\Clopid_1_1719.png,Clopid
Datasets\Medicines\words\Algin_1_3800.png,Algin
Datasets\Medicines\words\Duphaston_1_1830.png,Duphaston
Datasets\Medicines\words\KindicalD_1_705.png,KindicalD
Datasets\Medicines\words\Neurobest_1_1505.png,Neurobest
Datasets\Medicines\words\Xamic_1_412.png,Xamic
Datasets\Medicines\words\Salmolin_1_452.png,Salmolin
Datasets\Medicines\words\Salbutamol_1_2350.png,Salbutamol
Datasets\Medicines\words\Rafex_1_1267.png,Rafex
Datasets\Medicines\words\Duocard_1_4031.png,Duocard
Datasets\Medicines\words\Etorix_1_4037.png,Etorix
Datasets\Medicines\words\ZoviaGold_1_3792.png,ZoviaGold
Datasets\Medicines\words\XpaXR_1_3536.png,XpaXR
Datasets\Medicines\words\Mupirocin_1_2912.png,Mupirocin
Datasets\Medicines\words\Anuva_1_421.png,Anuva
Datasets\Medicines\words\Clopid_1_1190.png,Clopid
Datasets\Medicines\words\MefenamicAcid_1_2733.png,MefenamicAcid
Datasets\Medicines\words\Algin_1_1154.png,Algin
Datasets\Medicines\words\Fexo_1_4097.png,Fexo
Datasets\Medicines\words\NeuroB_1_1195.png,NeuroB
Datasets\Medicines\words\Cefalexin_1_2679.png,Cefalexin
Datasets\Medicines\words\Azalid_1_1291.png,Azalid
Datasets\Medicines\words\Prednisolone_1_2882.png,Prednisolone
Datasets\Medicines\words\Xpain_1_3689.png,Xpain
Datasets\Medicines\words\Azithromycin_1_2673.png,Azithromycin
Datasets\Medicines\words\Tridosil_1_3843.png,Tridosil
Datasets\Medicines\words\SinafreshLiquigel_1_1617.png,SinafreshLiquigel
Datasets\Medicines\words\Cefalexin_1_2432.png,Cefalexin
Datasets\Medicines\words\Ciprofloxacin_1_2133.png,Ciprofloxacin
Datasets\Medicines\words\Fluclox_1_677.png,Fluclox
Datasets\Medicines\words\CoAmoxiclav_1_3024.png,CoAmoxiclav
Datasets\Medicines\words\Tolson_1_3881.png,Tolson
Datasets\Medicines\words\Caryon_1_351.png,Caryon
Datasets\Medicines\words\MefenamicAcid_1_2495.png,MefenamicAcid
Datasets\Medicines\words\Erythromycin_1_1983.png,Erythromycin
Datasets\Medicines\words\Aceclofenac_1_3075.png,Aceclofenac
Datasets\Medicines\words\Betanol_1_87.png,Betanol
Datasets\Medicines\words\Dapclin_1_1136.png,Dapclin
Datasets\Medicines\words\Flexibac_1_1667.png,Flexibac
Datasets\Medicines\words\Duoblock_1_873.png,Duoblock
Datasets\Medicines\words\Reset_1_1517.png,Reset
Datasets\Medicines\words\Cefuroxime_1_3019.png,Cefuroxime
Datasets\Medicines\words\VertinaPlus_1_1312.png,VertinaPlus
Datasets\Medicines\words\Sultolin_1_235.png,Sultolin
Datasets\Medicines\words\EmezinPlus_1_1044.png,EmezinPlus
Datasets\Medicines\words\Lijenta_1_1717.png,Lijenta
Datasets\Medicines\words\Lyroxen_1_3406.png,Lyroxen
Datasets\Medicines\words\Paracetamol_1_2908.png,Paracetamol
Datasets\Medicines\words\Vitabion_1_3501.png,Vitabion
Datasets\Medicines\words\Salbutamol_1_3007.png,Salbutamol
Datasets\Medicines\words\SinafreshLiquigel_1_3681.png,SinafreshLiquigel
Datasets\Medicines\words\VertinaPlus_1_1501.png,VertinaPlus
Datasets\Medicines\words\Prednisolone_1_3017.png,Prednisolone
Datasets\Medicines\words\Cefuroxime_1_2046.png,Cefuroxime
Datasets\Medicines\words\Aciphin_1_3144.png,Aciphin
Datasets\Medicines\words\Sultamicillin_1_2624.png,Sultamicillin
